unnamed:_0,customer,state,customer_lifetime_value,response,coverage,education,effective_to_date,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,vehicle_type,month,income_category,clv_category
4145,AU11344,oregon,5142.389806,no,Extended,bachelor,2011-01-15,Employed,f,35666,Rural,Divorced,131,12.0,76,0.0,1,personal auto,Personal L2,Offer2,Call Center,312.110029,suv,Small,A,1,medium,high
4146,RA34556,california,4877.954567,no,Basic,high school or below,2011-01-23,Disabled,m,20178,Suburban,Divorced,69,26.0,52,2.0,6,corporate auto,Corporate L3,Offer1,Branch,331.2,four-door car,Medsize,A,1,low,medium
4147,HQ16068,washington,24636.96719,no,Basic,high school or below,2011-01-31,Employed,m,73716,Rural,Married,103,2.0,91,0.0,2,special auto,Special L2,Offer1,Call Center,162.662641,sports car,Medsize,A,1,high,high
4148,TG69238,oregon,13158.37206,no,Basic,bachelor,2011-01-08,Employed,f,72845,Urban,Married,108,13.0,28,0.0,2,personal auto,Personal L2,Offer1,Call Center,463.000336,suv,Small,A,1,high,high
4149,RE67051,california,5509.377781,no,Basic,bachelor,2011-02-11,Employed,m,34236,Suburban,Married,70,3.0,87,0.0,8,corporate auto,Corporate L2,Offer1,Agent,336.0,four-door car,Small,A,2,medium,high
4150,XJ85947,oregon,3118.927949,no,Extended,college,2011-02-05,Employed,f,88782,Urban,Divorced,78,6.0,38,0.0,1,personal auto,Personal L3,Offer4,Web,357.757645,four-door car,Large,A,2,high,medium
4151,UO32521,california,2195.911185,no,Basic,high school or below,2011-01-16,Unemployed,f,0,Suburban,Single,63,27.0,47,0.0,1,corporate auto,Corporate L3,Offer2,Branch,617.201984,two-door car,Small,A,1,low,medium
4152,NE21279,california,4419.539523,no,Basic,master,2011-01-28,Unemployed,f,0,Suburban,Married,112,16.0,12,0.0,1,personal auto,Personal L3,Offer1,Agent,537.6,suv,Medsize,A,1,low,medium
4153,FM12425,california,19337.90103,no,Extended,college,2011-02-08,Employed,m,26488,Suburban,Divorced,247,21.0,39,0.0,7,personal auto,Personal L2,Offer1,Web,1321.584957,luxury suv,Medsize,A,2,low,high
4154,DU50092,oregon,56675.93768,no,Premium,college,2011-01-24,Employed,f,77237,Suburban,Married,283,33.0,93,0.0,2,personal auto,Personal L1,Offer4,Web,1358.4,luxury suv,Medsize,A,1,high,high
4155,YJ35850,oregon,9774.605777,no,Extended,high school or below,2011-02-10,Employed,m,96018,Urban,Married,122,8.0,60,0.0,3,personal auto,Personal L3,Offer2,Web,390.88142,suv,Medsize,A,2,high,high
4156,FC68244,oregon,6126.568309,no,Extended,high school or below,2011-01-01,Employed,m,61139,Suburban,Married,76,4.0,16,0.0,4,personal auto,Personal L2,Offer2,Web,364.8,four-door car,Medsize,A,1,medium,high
4157,PK24825,oregon,3293.245706,no,Extended,college,2011-02-15,Unemployed,f,0,Suburban,Single,94,3.0,40,0.0,1,corporate auto,Corporate L1,Offer3,Call Center,676.8,four-door car,Large,A,2,low,medium
4158,CM95716,california,8434.464067,no,Basic,bachelor,2011-02-03,Employed,m,44216,Rural,Married,71,15.149070740488469,36,0.384256105867471,2,personal auto,Personal L2,Offer1,Agent,72.205362,four-door car,Large,A,2,medium,high
4159,FY24370,oregon,12944.18562,no,Basic,bachelor,2011-02-14,Unemployed,m,0,Suburban,Single,191,27.0,49,0.0,3,personal auto,Personal L3,Offer1,Agent,1375.2,luxury car,Medsize,A,2,low,high
4160,EH86912,california,8420.43119,no,Basic,college,2011-02-27,Disabled,m,28617,Suburban,Married,112,20.0,57,0.0,9,personal auto,Personal L2,Offer3,Agent,797.595611,suv,Medsize,A,2,low,high
4161,MW46400,california,7634.855287,no,Premium,high school or below,2011-01-28,Unemployed,f,0,Suburban,Single,106,9.0,64,0.0,3,corporate auto,Corporate L3,Offer1,Branch,763.2,four-door car,Medsize,A,1,low,high
4162,JM62924,washington,13223.04379,no,Extended,bachelor,2011-02-09,Employed,m,37534,Suburban,Married,84,2.0,0,2.0,2,personal auto,Personal L3,Offer3,Branch,403.2,four-door car,Medsize,A,2,medium,high
4163,JF38079,california,9080.604474,no,Basic,high school or below,2011-02-21,Employed,m,69853,Rural,Married,114,15.0,42,2.0,3,personal auto,Personal L1,Offer1,Call Center,244.278662,suv,Medsize,A,2,medium,high
4164,NW21079,california,4879.384813,no,Basic,master,2011-01-14,Employed,f,67163,Rural,Married,61,17.0,41,2.0,5,personal auto,Personal L1,Offer1,Call Center,33.192803,two-door car,Small,A,1,medium,medium
4165,OL39995,oregon,6707.994148,no,Basic,bachelor,2011-02-25,Unemployed,m,0,Suburban,Divorced,65,1.0,30,0.0,2,personal auto,Personal L2,Offer4,Agent,360.480689,four-door car,Medsize,A,2,low,high
4166,XA21742,california,27069.49674,no,Extended,bachelor,2011-01-08,Employed,f,22955,Suburban,Single,92,6.0,23,3.0,2,personal auto,Personal L3,Offer3,Branch,441.6,four-door car,Small,A,1,low,high
4167,GL56175,arizona,3589.710715,no,Extended,college,2011-01-05,Employed,m,79298,Urban,Married,90,22.0,2,0.0,1,personal auto,Personal L1,Offer2,Call Center,244.362072,four-door car,Medsize,A,1,high,medium
4168,JA24437,california,7555.828789,no,Premium,college,2011-02-25,Unemployed,m,0,Suburban,Single,114,15.149070740488469,50,0.384256105867471,3,personal auto,Personal L3,Offer1,Branch,820.8,four-door car,Medsize,A,2,low,high
4169,WE57129,washington,2891.717971,no,Basic,master,2011-01-28,Employed,m,21979,Suburban,Married,73,7.0,86,0.0,1,personal auto,Personal L3,Offer2,Branch,518.686584,two-door car,Small,A,1,low,medium
4170,MW54213,arizona,5674.383424,no,Basic,college,2011-01-03,Unemployed,m,0,Suburban,Married,62,13.0,6,5.0,2,personal auto,Personal L3,Offer1,Agent,297.6,four-door car,Medsize,A,1,low,high
4171,MD32702,california,3573.291869,no,Basic,bachelor,2011-01-06,Unemployed,f,0,Suburban,Single,109,25.0,21,1.0,1,personal auto,Personal L3,Offer1,Call Center,523.2,suv,Medsize,A,1,low,medium
4172,HO82823,california,3358.532935,no,Extended,bachelor,2011-01-06,Employed,f,59367,Rural,Married,84,6.0,48,0.0,1,personal auto,Personal L3,Offer2,Agent,6.880385,four-door car,Medsize,A,1,medium,medium
4173,OU60143,oregon,3939.00637,yes,Extended,bachelor,2011-01-28,Employed,f,60021,Suburban,Married,99,12.0,28,0.0,1,corporate auto,Corporate L2,Offer2,Agent,882.871945,four-door car,Small,A,1,medium,medium
4174,AR61426,california,9445.649461,no,Extended,bachelor,2011-01-24,Employed,f,93246,Rural,Married,78,31.0,24,0.0,2,personal auto,Personal L3,Offer4,Branch,41.628869,two-door car,Medsize,A,1,high,high
4175,CN90378,california,6862.508337,no,Extended,high school or below,2011-02-27,Employed,f,54780,Rural,Married,88,22.0,72,3.0,5,personal auto,Personal L3,Offer1,Agent,135.26125,four-door car,Large,A,2,medium,high
4176,FZ24763,california,5078.451231,no,Basic,bachelor,2011-01-04,Employed,m,35289,Rural,Married,65,34.0,94,0.0,3,personal auto,Personal L1,Offer4,Web,123.945627,four-door car,Medsize,A,1,medium,high
4177,KZ67768,nevada,4869.596443,no,Extended,college,2011-01-31,Medical Leave,m,23811,Suburban,Divorced,130,20.0,8,0.0,1,personal auto,Personal L3,Offer1,Web,624.0,suv,Large,A,1,low,medium
4178,YT92071,california,5243.538258,no,Basic,master,2011-01-30,Employed,f,44851,Suburban,Divorced,66,28.0,51,0.0,3,corporate auto,Corporate L2,Offer3,Web,439.762045,four-door car,Medsize,A,1,medium,high
4179,UA73107,california,2538.62632,yes,Basic,bachelor,2011-02-17,Retired,m,18608,Suburban,Divorced,71,13.0,24,0.0,1,corporate auto,Corporate L3,Offer2,Web,340.8,four-door car,Medsize,A,2,low,medium
4180,QZ71100,california,19237.69976,no,Basic,bachelor,2011-02-17,Unemployed,m,0,Suburban,Single,196,31.0,78,0.0,2,corporate auto,Corporate L1,Offer2,Call Center,2092.523421,luxury car,Medsize,A,2,low,high
4181,MB69535,washington,9657.579498,yes,Extended,high school or below,2011-01-31,Unemployed,m,0,Suburban,Married,131,34.0,61,0.0,9,corporate auto,Corporate L1,Offer1,Agent,628.8,suv,Medsize,A,1,low,high
4182,OH15771,california,3974.13815,no,Basic,bachelor,2011-01-10,Unemployed,m,0,Suburban,Single,117,9.0,78,0.0,1,personal auto,Personal L3,Offer2,Agent,561.6,suv,Medsize,A,1,low,medium
4183,HO79663,arizona,4139.533158,no,Basic,doctor,2011-02-08,Employed,f,45281,Rural,Married,104,13.0,84,1.0,1,personal auto,Personal L2,Offer1,Branch,65.03063,sports car,Medsize,A,2,medium,medium
4184,RR64429,california,6778.84457,no,Extended,high school or below,2011-02-25,Unemployed,m,0,Suburban,Single,96,2.0,84,0.0,9,personal auto,Personal L3,Offer2,Agent,460.8,four-door car,Small,A,2,low,high
4185,UC19334,california,4698.345864,no,Extended,high school or below,2011-01-09,Medical Leave,f,26411,Suburban,Married,126,25.0,9,1.0,1,corporate auto,Corporate L3,Offer3,Agent,604.8,suv,Medsize,A,1,low,medium
4186,MP25903,oregon,2703.266928,no,Basic,high school or below,2011-01-09,Unemployed,m,0,Suburban,Married,71,6.0,46,0.0,1,personal auto,Personal L3,Offer2,Agent,497.392925,two-door car,Small,A,1,low,medium
4187,PA16884,california,4118.588554,yes,Premium,bachelor,2011-01-28,Employed,f,69379,Suburban,Single,103,14.0,79,0.0,1,personal auto,Personal L3,Offer1,Branch,494.4,two-door car,Medsize,A,1,medium,medium
4188,AL46984,california,8730.421977,no,Basic,high school or below,2011-02-04,Employed,m,43259,Suburban,Married,73,12.0,18,0.0,2,personal auto,Personal L2,Offer1,Branch,350.4,four-door car,Medsize,A,2,medium,high
4189,DN10177,california,4547.162694,no,Basic,college,2011-02-27,Unemployed,m,0,Suburban,Single,67,26.0,4,0.0,3,personal auto,Personal L1,Offer1,Call Center,321.6,two-door car,Medsize,A,2,low,medium
4190,YX35990,california,5479.555081,yes,Basic,master,2011-01-13,Employed,m,56005,Suburban,Married,68,31.0,30,1.0,3,corporate auto,Corporate L2,Offer1,Branch,326.4,four-door car,Small,A,1,medium,high
4191,OJ37666,california,2503.603127,no,Basic,bachelor,2011-02-03,Employed,f,47285,Suburban,Married,63,7.0,3,0.0,1,personal auto,Personal L3,Offer4,Call Center,302.4,four-door car,Medsize,A,2,medium,medium
4192,WL86517,nevada,4013.959621,no,Extended,doctor,2011-02-06,Employed,f,93284,Suburban,Married,99,7.0,26,0.0,1,personal auto,Personal L3,Offer3,Web,475.2,two-door car,Medsize,A,2,high,medium
4193,CO25601,washington,4112.625047,no,Basic,high school or below,2011-01-01,Unemployed,m,0,Suburban,Single,71,16.0,90,3.0,9,personal auto,Personal L2,Offer1,Agent,569.761582,four-door car,Medsize,A,1,low,medium
4194,IC51895,arizona,10970.13221,no,Extended,college,2011-02-27,Employed,f,38873,Suburban,Married,92,6.0,33,0.0,2,personal auto,Personal L2,Offer2,Branch,599.811172,four-door car,Medsize,A,2,medium,high
4195,BC48076,california,7783.78421,no,Basic,master,2011-01-11,Employed,f,48689,Suburban,Married,191,15.0,18,0.0,1,personal auto,Personal L3,Offer1,Call Center,985.193759,luxury car,Medsize,A,1,medium,high
4196,XR64251,california,2725.356404,no,Basic,master,2011-01-03,Employed,f,36650,Rural,Married,69,2.0,70,1.0,1,personal auto,Personal L1,Offer2,Web,56.60333,four-door car,Large,A,1,medium,medium
4197,PH78214,california,5427.174517,no,Basic,college,2011-02-11,Medical Leave,f,27677,Suburban,Married,72,10.0,82,1.0,3,personal auto,Personal L3,Offer2,Agent,345.6,four-door car,Medsize,A,2,low,high
4198,UN53508,oregon,4688.459288,no,Basic,bachelor,2011-01-17,Disabled,f,27357,Suburban,Married,61,19.0,48,0.0,5,corporate auto,Corporate L2,Offer1,Web,292.8,four-door car,Small,A,1,low,medium
4199,RC62865,oregon,3517.385764,no,Extended,college,2011-01-23,Employed,m,51814,Rural,Single,92,15.149070740488469,89,0.384256105867471,1,personal auto,Personal L2,Offer3,Agent,56.300724,four-door car,Medsize,A,1,medium,medium
4200,UG48681,nevada,8044.872393,yes,Basic,bachelor,2011-02-19,Employed,m,71391,Urban,Married,67,29.0,39,0.0,2,personal auto,Personal L3,Offer2,Agent,284.000172,four-door car,Medsize,A,2,high,high
4201,JD86991,oregon,5097.318657,no,Basic,bachelor,2011-02-22,Employed,m,67233,Urban,Married,63,10.0,26,0.0,3,personal auto,Personal L3,Offer3,Call Center,246.693624,two-door car,Medsize,A,2,medium,high
4202,NX84287,california,10861.515,no,Extended,master,2011-01-22,Employed,f,65727,Urban,Married,134,14.0,15,0.0,6,corporate auto,Corporate L2,Offer1,Agent,363.995013,suv,Medsize,A,1,medium,high
4203,UI62725,oregon,5520.476175,no,Basic,bachelor,2011-01-02,Employed,m,94676,Suburban,Divorced,69,27.0,14,0.0,3,corporate auto,Corporate L3,Offer2,Agent,331.2,four-door car,Medsize,A,1,high,high
4204,ER51965,washington,4240.925575,no,Premium,college,2011-02-28,Employed,m,49746,Suburban,Married,111,4.0,85,3.0,1,corporate auto,Corporate L2,Offer1,Agent,589.298521,four-door car,Medsize,A,2,medium,medium
4205,MP48946,california,2499.469914,no,Basic,high school or below,2011-01-20,Employed,f,72021,Rural,Married,62,26.0,13,0.0,1,corporate auto,Corporate L1,Offer2,Agent,50.740536,two-door car,Medsize,A,1,high,medium
4206,SM10254,oregon,4726.869327,yes,Extended,bachelor,2011-01-10,Medical Leave,f,13037,Suburban,Married,124,28.0,49,0.0,1,personal auto,Personal L1,Offer2,Agent,839.348464,suv,Small,A,1,low,medium
4207,BM27144,california,7653.283759,no,Basic,college,2011-01-31,Employed,f,57446,Rural,Divorced,64,20.0,30,0.0,2,personal auto,Personal L3,Offer1,Agent,77.451706,four-door car,Medsize,A,1,medium,high
4208,HB35022,oregon,13561.4335,no,Extended,doctor,2011-01-03,Unemployed,m,0,Suburban,Married,122,9.0,48,0.0,2,special auto,Special L2,Offer1,Agent,585.6,sports car,Medsize,A,1,low,high
4209,UM53032,california,6104.723142,no,Extended,college,2011-01-06,Employed,m,84822,Urban,Married,76,5.0,13,0.0,5,corporate auto,Corporate L3,Offer1,Agent,219.879452,four-door car,Medsize,A,1,high,high
4210,EP18940,oregon,9472.973811,no,Extended,bachelor,2011-01-01,Unemployed,f,0,Suburban,Married,86,30.0,32,0.0,2,personal auto,Personal L3,Offer1,Call Center,412.8,four-door car,Medsize,A,1,low,high
4211,UM73815,arizona,14517.43681,no,Premium,high school or below,2011-01-13,Employed,f,74871,Suburban,Married,178,0.0,15,0.0,7,personal auto,Personal L3,Offer1,Call Center,854.4,suv,Medsize,A,1,high,high
4212,JJ57298,oregon,18634.72656,no,Extended,college,2011-02-17,Unemployed,m,0,Suburban,Single,139,16.0,33,0.0,2,corporate auto,Corporate L3,Offer1,Call Center,1066.63167,suv,Medsize,A,2,low,high
4213,HB23001,california,8697.787865,no,Premium,bachelor,2011-01-04,Employed,m,26287,Rural,Married,111,6.0,11,0.0,8,personal auto,Personal L2,Offer2,Branch,279.378884,two-door car,Medsize,A,1,low,high
4214,FB80807,oregon,5528.212807,yes,Basic,bachelor,2011-01-19,Employed,m,36088,Suburban,Single,72,16.0,31,0.0,9,personal auto,Personal L3,Offer1,Agent,345.6,four-door car,Medsize,A,1,medium,high
4215,JR45097,oregon,12779.89903,no,Basic,college,2011-01-23,Unemployed,m,0,Suburban,Single,184,0.0,94,0.0,9,personal auto,Personal L3,Offer2,Agent,1394.849254,luxury suv,Medsize,A,1,low,high
4216,PJ92694,california,4762.591249,no,Basic,high school or below,2011-01-06,Employed,m,57135,Urban,Divorced,61,25.0,47,0.0,8,corporate auto,Corporate L3,Offer2,Branch,156.921247,four-door car,Medsize,A,1,medium,medium
4217,IN18876,arizona,8123.023295,no,Extended,bachelor,2011-02-04,Unemployed,f,0,Suburban,Single,78,15.0,47,0.0,2,special auto,Special L1,Offer3,Web,561.6,four-door car,Small,A,2,low,high
4218,XB97091,california,37243.63312,no,Basic,high school or below,2011-02-18,Employed,f,53602,Urban,Married,115,15.0,60,0.0,2,personal auto,Personal L1,Offer1,Web,295.335363,sports car,Medsize,A,2,medium,high
4219,AB73565,california,7725.535708,no,Extended,bachelor,2011-02-07,Employed,m,96748,Suburban,Married,96,13.0,68,0.0,9,personal auto,Personal L3,Offer2,Branch,460.8,two-door car,Medsize,A,2,high,high
4220,SJ29837,washington,7602.663689,no,Basic,high school or below,2011-02-24,Unemployed,f,0,Suburban,Single,105,15.149070740488469,84,0.384256105867471,5,personal auto,Personal L3,Offer2,Web,914.538629,suv,Small,A,2,low,high
4221,DD28380,arizona,13118.74322,no,Premium,college,2011-02-09,Medical Leave,f,11854,Suburban,Married,113,19.0,64,0.0,2,personal auto,Personal L1,Offer1,Call Center,807.721213,four-door car,Medsize,A,2,low,high
4222,GY40926,california,2612.528734,no,Basic,college,2011-01-26,Employed,m,37073,Suburban,Married,66,16.0,35,0.0,1,personal auto,Personal L3,Offer2,Branch,316.8,four-door car,Medsize,A,1,medium,medium
4223,UR34922,california,5633.741543,no,Basic,doctor,2011-02-02,Employed,m,65255,Urban,Divorced,72,3.0,65,2.0,3,personal auto,Personal L3,Offer1,Agent,321.457124,four-door car,Small,A,2,medium,high
4224,BN91755,california,4975.171042,no,Extended,master,2011-01-30,Employed,f,44723,Urban,Married,124,26.0,3,0.0,1,personal auto,Personal L2,Offer1,Call Center,341.088276,four-door car,Medsize,A,1,medium,medium
4225,XT19780,oregon,4803.777507,no,Basic,high school or below,2011-02-16,Disabled,f,23634,Suburban,Married,62,4.0,25,0.0,9,personal auto,Personal L3,Offer1,Branch,440.189611,two-door car,Small,A,2,low,medium
4226,DW29763,arizona,5271.982116,no,Basic,high school or below,2011-02-13,Employed,m,32653,Suburban,Married,67,4.0,25,0.0,9,personal auto,Personal L1,Offer1,Agent,321.6,two-door car,Large,A,2,medium,high
4227,JV63229,arizona,6876.309925,no,Extended,bachelor,2011-02-07,Employed,m,81957,Suburban,Divorced,86,23.0,76,0.0,4,personal auto,Personal L2,Offer2,Branch,433.426544,four-door car,Medsize,A,2,high,high
4228,LN47910,arizona,4434.028141,no,Premium,college,2011-01-03,Employed,f,83220,Suburban,Married,110,9.0,42,0.0,1,personal auto,Personal L1,Offer3,Agent,528.0,four-door car,Medsize,A,1,high,medium
4229,MQ93707,oregon,6747.524275,no,Basic,high school or below,2011-02-09,Disabled,m,26721,Suburban,Divorced,65,18.0,64,3.0,2,personal auto,Personal L2,Offer2,Agent,312.0,four-door car,Medsize,A,2,low,high
4230,NA12740,california,5004.310469,no,Basic,master,2011-02-10,Disabled,m,25486,Rural,Married,65,15.0,53,0.0,3,special auto,Special L3,Offer1,Web,72.438681,two-door car,Medsize,A,2,low,high
4231,VI66513,california,9688.334578,no,Extended,high school or below,2011-01-03,Employed,m,20009,Suburban,Single,87,15.149070740488469,86,0.384256105867471,2,corporate auto,Corporate L3,Offer2,Branch,987.122788,four-door car,Small,A,1,low,high
4232,WX84274,oregon,4940.124252,no,Basic,bachelor,2011-02-13,Unemployed,f,0,Suburban,Single,71,10.0,85,0.0,3,corporate auto,Corporate L3,Offer1,Agent,551.569883,four-door car,Small,A,2,low,medium
4233,LQ76410,arizona,3230.576665,yes,Extended,college,2011-01-05,Employed,m,62873,Urban,Divorced,81,0.0,41,0.0,1,special auto,Special L1,Offer2,Call Center,207.75186,four-door car,Medsize,A,1,medium,medium
4234,NK71023,nevada,9942.304791,no,Extended,bachelor,2011-01-19,Employed,m,67890,Suburban,Single,85,23.0,57,0.0,2,personal auto,Personal L2,Offer4,Agent,408.0,four-door car,Small,A,1,medium,high
4235,YJ43481,arizona,8528.288669,no,Basic,high school or below,2011-01-04,Employed,f,91099,Urban,Single,107,14.0,37,0.0,3,corporate auto,Corporate L2,Offer1,Call Center,406.430632,suv,Medsize,A,1,high,high
4236,DF74270,nevada,38230.21008,no,Basic,bachelor,2011-01-16,Employed,m,80321,Rural,Married,105,25.0,1,0.0,2,corporate auto,Corporate L1,Offer4,Agent,166.972451,suv,Medsize,A,1,high,high
4237,TX13297,california,2396.219292,yes,Basic,bachelor,2011-01-10,Unemployed,f,0,Suburban,Married,66,6.0,71,2.0,1,corporate auto,Corporate L3,Offer2,Call Center,433.160284,four-door car,Large,A,1,low,medium
4238,ZE49470,california,4770.984146,no,Basic,master,2011-01-28,Employed,f,76194,Urban,Single,119,5.0,85,0.0,1,personal auto,Personal L2,Offer1,Agent,388.313599,suv,Large,A,1,high,medium
4239,VG83453,california,3557.368368,no,Extended,doctor,2011-02-21,Disabled,m,17272,Suburban,Married,93,30.0,58,0.0,1,personal auto,Personal L2,Offer4,Call Center,446.4,four-door car,Medsize,A,2,low,medium
4240,DE75225,oregon,8717.561149,no,Basic,high school or below,2011-01-09,Unemployed,m,0,Suburban,Married,117,5.0,89,1.0,3,personal auto,Personal L1,Offer1,Agent,561.6,suv,Medsize,A,1,low,high
4241,CD56261,california,7432.203079,no,Basic,high school or below,2011-02-13,Unemployed,f,0,Suburban,Single,102,15.149070740488469,34,0.384256105867471,5,corporate auto,Corporate L3,Offer2,Call Center,1037.274096,suv,Medsize,A,2,low,high
